"document","topic","gamma"
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",1,4.5898526288725e-05
"Section I Innovations in Health Plan Design",1,3.93113798225147e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",1,3.94565753904866e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",1,3.91672489419182e-05
"Section III Tier Composition",1,6.22003956038545e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",1,5.45742075431929e-05
"Section A  Update of the RxHCC Model",1,2.78380251832008e-05
"Section B  FFS Growth Percentage",1,4.64978599148663e-05
"Section I Plan Corrections",1,5.11755383537182e-05
"Section III Expanding the Part D OTC Program",1,6.81526703144386e-05
"Section D  ESRD Rates",1,4.60965800667641e-05
"Section II Tiered Cost Sharing of Medical Benefits",1,6.94824975903541e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",1,4.64978599148609e-05
"Section II Plans with Low Enrollment",1,6.64567796688258e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",1,0.000121744151105914
"Section II Cost Plan Transition to MA under MACRA",1,0.000100074955236252
"Section II Medicare Advantage MA Uniformity Flexibility",1,4.294623309699e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",1,8.49540208713922e-05
"Section III Low Enrollment Plans Standalone PDPs only",1,8.77451686244442e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",1,0.000115180968037241
"Section C  IME Phase Out",1,9.55972402376617e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",1,0.000116436376611054
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",1,7.92798190055695e-05
"Section II Medicare Advantage MA Segmented Service Area Options",1,0.000157684553809093
"Section II Outpatient Observation Services",1,0.000137403006980558
"Section II Overview of CY 2019 Benefits and Bid Review",1,5.54236212702036e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",1,8.49540208713953e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",1,6.44520235932572e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",1,4.67011312075363e-05
"Section M  Medical Loss Ratio Credibility Adjustment",1,0.000109289225494877
"Section D  Retiree Drug Subsidy Amounts",1,0.000202525638116994
"Section II Cost Plan Competition Requirements",1,0.000155390886723447
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",1,0.00010499275004333
"Section I Enforcement Actions for Provider Directories",1,0.00011274965090828
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",1,0.000107097914381203
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",1,6.9937381392436e-05
"Section III Coordination of Benefits COB User Fee",1,9.55972402376651e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",1,0.000133957068253931
"Section III Specialty Tiers",1,0.000146846798894393
"Section K  Medicare Advantage Coding Pattern Adjustment",1,0.000155390886723444
"Section I Annual Calendar",1,7.27968743704545e-05
"Section II Part C Optional Supplemental Benefits",1,0.000146846798894383
"Section N  Encounter Data as a Diagnosis Source for 2019",1,0.000110418855641857
"Section A  MA Growth Percentage",1,0.000184990281197274
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",1,0.000255888505251649
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",1,0.00015768455380911
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",1,0.000139193325615776
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",1,0.000146846798894403
"Section II Special Needs Plan SNPSpecific Networks Research and Development",1,0.00017024950168325
"Section III Benefit Review",1,0.000178797909335894
"Section III Timely Updates to LIS Status Based on Best Available Evidence",1,0.000129100489218309
"Section H  CMSHCC Risk Adjustment Model for CY 2019",1,0.00024419015532224
"Section II Employer Group Waiver Plans",1,0.000255888505251645
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",2,1.12240637196609e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",2,3.57074910874177e-06
"Section I Validation Audits",2,9.1481917760877e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",2,9.43085550199576e-06
"Section B  Calculation of Fee for Service Cost",2,7.08056098531382e-06
"Section L  Normalization Factors",2,1.22124123511627e-05
"Section IV  MedicareMedicaid Plans",2,6.90214569094851e-06
"Section G  MA Employer Group Waiver Plans",2,1.02743961819571e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",2,8.15636477129716e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",2,1.46390038446754e-05
"Section III CY 2019 Formulary Submission Window",2,1.53323496013257e-05
"Section I Incomplete and Inaccurate Bid Submissions",2,2.85828596834005e-05
"Section II Total Beneficiary Cost TBC",2,1.63909734090627e-05
"Section E  Clinical Trials",2,2.4743104432379e-05
"Section H  Enhanced Medication Therapy Management MTM Model",2,1.0664142041142e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",2,1.94321484787472e-05
"Section II Part C Cost Sharing Standards",2,1.79921186533565e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",2,2.69258731000417e-05
"Section II Maximum OutofPocket MOOP Limits",2,3.05442405495202e-05
"Section O  Quality Payment Program",2,0.997874213233355
"Section C  Part D Risk Sharing",2,3.18178732419637e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",2,1.55782940242241e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",2,4.16080721782533e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",2,4.36481186139994e-05
"Section III Improving Access to Part D Vaccines",2,3.44886419078714e-05
"Section II Health Related Supplemental Benefits",2,4.05037728773718e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",2,4.58985262887354e-05
"Section I Innovations in Health Plan Design",2,3.93113798225249e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",2,3.94565753904987e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",2,3.91672489419206e-05
"Section III Tier Composition",2,6.22003956038616e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",2,5.45742075432002e-05
"Section A  Update of the RxHCC Model",2,2.78380251832082e-05
"Section B  FFS Growth Percentage",2,4.64978599148633e-05
"Section I Plan Corrections",2,5.11755383537329e-05
"Section III Expanding the Part D OTC Program",2,6.81526703144488e-05
"Section D  ESRD Rates",2,4.60965800667985e-05
"Section II Tiered Cost Sharing of Medical Benefits",2,6.94824975903561e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",2,4.64978599148692e-05
"Section II Plans with Low Enrollment",2,6.6456779668836e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",2,0.000121744151105919
"Section II Cost Plan Transition to MA under MACRA",2,0.000100074955236257
"Section II Medicare Advantage MA Uniformity Flexibility",2,4.29462330969925e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",2,8.49540208714018e-05
"Section III Low Enrollment Plans Standalone PDPs only",2,8.77451686244383e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",2,0.000115180968037236
"Section C  IME Phase Out",2,9.55972402376712e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",2,0.000116436376611054
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",2,7.92798190055718e-05
"Section II Medicare Advantage MA Segmented Service Area Options",2,0.000157684553809092
"Section II Outpatient Observation Services",2,0.000137403006980558
"Section II Overview of CY 2019 Benefits and Bid Review",2,5.54236212702116e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",2,8.49540208714025e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",2,6.44520235932654e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",2,4.67011312075436e-05
"Section M  Medical Loss Ratio Credibility Adjustment",2,0.000109289225494869
"Section D  Retiree Drug Subsidy Amounts",2,0.000202525638116991
"Section II Cost Plan Competition Requirements",2,0.000155390886723446
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",2,0.000104992750043334
"Section I Enforcement Actions for Provider Directories",2,0.000112749650908277
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",2,0.000107097914381201
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",2,6.99373813924411e-05
"Section III Coordination of Benefits COB User Fee",2,9.55972402376631e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",2,0.000133957068253933
"Section III Specialty Tiers",2,0.000146846798894393
"Section K  Medicare Advantage Coding Pattern Adjustment",2,0.000155390886723461
"Section I Annual Calendar",2,7.27968743704705e-05
"Section II Part C Optional Supplemental Benefits",2,0.000146846798894384
"Section N  Encounter Data as a Diagnosis Source for 2019",2,0.000110418855641847
"Section A  MA Growth Percentage",2,0.000184990281197271
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",2,0.000255888505251644
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",2,0.00015768455380911
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",2,0.000139193325615777
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",2,0.000146846798894402
"Section II Special Needs Plan SNPSpecific Networks Research and Development",2,0.000170249501683261
"Section III Benefit Review",2,0.000178797909335899
"Section III Timely Updates to LIS Status Based on Best Available Evidence",2,0.000129100489218309
"Section H  CMSHCC Risk Adjustment Model for CY 2019",2,0.00024419015532223
"Section II Employer Group Waiver Plans",2,0.000255888505251648
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",3,1.12240637170685e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",3,3.57074910866156e-06
"Section I Validation Audits",3,9.14819177607869e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",3,9.43085550169329e-06
"Section B  Calculation of Fee for Service Cost",3,7.08056098528251e-06
"Section L  Normalization Factors",3,1.2212412351159e-05
"Section IV  MedicareMedicaid Plans",3,6.90214569091473e-06
"Section G  MA Employer Group Waiver Plans",3,1.02743961819585e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",3,8.15636477129746e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",3,1.46390038446764e-05
"Section III CY 2019 Formulary Submission Window",3,1.53323496013226e-05
"Section I Incomplete and Inaccurate Bid Submissions",3,2.85828596834085e-05
"Section II Total Beneficiary Cost TBC",3,1.63909734090649e-05
"Section E  Clinical Trials",3,2.47431044323804e-05
"Section H  Enhanced Medication Therapy Management MTM Model",3,1.0664142041149e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",3,1.94321484787452e-05
"Section II Part C Cost Sharing Standards",3,1.79921186533533e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",3,2.69258731000354e-05
"Section II Maximum OutofPocket MOOP Limits",3,3.05442405495242e-05
"Section O  Quality Payment Program",3,3.08085038644162e-05
"Section C  Part D Risk Sharing",3,3.18178732419686e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",3,1.55782940242249e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",3,4.16080721782532e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",3,4.36481186140014e-05
"Section III Improving Access to Part D Vaccines",3,3.44886419078735e-05
"Section II Health Related Supplemental Benefits",3,4.05037728773789e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",3,4.58985262887515e-05
"Section I Innovations in Health Plan Design",3,3.9311379822519e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",3,3.94565753904925e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",3,3.91672489419219e-05
"Section III Tier Composition",3,6.22003956038643e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",3,5.45742075432017e-05
"Section A  Update of the RxHCC Model",3,2.78380251832079e-05
"Section B  FFS Growth Percentage",3,4.64978599148641e-05
"Section I Plan Corrections",3,5.11755383537295e-05
"Section III Expanding the Part D OTC Program",3,6.81526703144493e-05
"Section D  ESRD Rates",3,4.60965800668059e-05
"Section II Tiered Cost Sharing of Medical Benefits",3,6.94824975903648e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",3,4.64978599148648e-05
"Section II Plans with Low Enrollment",3,6.64567796688287e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",3,0.000121744151105915
"Section II Cost Plan Transition to MA under MACRA",3,0.00010007495523624
"Section II Medicare Advantage MA Uniformity Flexibility",3,4.29462330969983e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",3,8.49540208714052e-05
"Section III Low Enrollment Plans Standalone PDPs only",3,8.77451686244478e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",3,0.000115180968037237
"Section C  IME Phase Out",3,9.55972402376693e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",3,0.000116436376611058
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",3,7.92798190055745e-05
"Section II Medicare Advantage MA Segmented Service Area Options",3,0.000157684553809104
"Section II Outpatient Observation Services",3,0.000137403006980567
"Section II Overview of CY 2019 Benefits and Bid Review",3,5.54236212702153e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",3,8.49540208714201e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",3,6.44520235932618e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",3,4.67011312075495e-05
"Section M  Medical Loss Ratio Credibility Adjustment",3,0.000109289225494877
"Section D  Retiree Drug Subsidy Amounts",3,0.000202525638117016
"Section II Cost Plan Competition Requirements",3,0.989278028816082
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",3,0.99275550024701
"Section I Enforcement Actions for Provider Directories",3,0.000112749650908287
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",3,0.000107097914381201
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",3,6.99373813924414e-05
"Section III Coordination of Benefits COB User Fee",3,9.55972402376737e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",3,0.000133957068253945
"Section III Specialty Tiers",3,0.000146846798894406
"Section K  Medicare Advantage Coding Pattern Adjustment",3,0.000155390886723446
"Section I Annual Calendar",3,7.27968743704711e-05
"Section II Part C Optional Supplemental Benefits",3,0.000146846798894395
"Section N  Encounter Data as a Diagnosis Source for 2019",3,0.000110418855641851
"Section A  MA Growth Percentage",3,0.000184990281197276
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",3,0.000255888505251646
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",3,0.000157684553809114
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",3,0.000139193325615776
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",3,0.000146846798894417
"Section II Special Needs Plan SNPSpecific Networks Research and Development",3,0.000170249501683258
"Section III Benefit Review",3,0.000178797909335901
"Section III Timely Updates to LIS Status Based on Best Available Evidence",3,0.000129100489218317
"Section H  CMSHCC Risk Adjustment Model for CY 2019",3,0.000244190155322225
"Section II Employer Group Waiver Plans",3,0.00025588850525166
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",4,1.12240637181109e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",4,3.57074910876928e-06
"Section I Validation Audits",4,9.14819177607783e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",4,9.43085550200617e-06
"Section B  Calculation of Fee for Service Cost",4,7.08056098537327e-06
"Section L  Normalization Factors",4,1.22124123511577e-05
"Section IV  MedicareMedicaid Plans",4,6.90214569097556e-06
"Section G  MA Employer Group Waiver Plans",4,1.02743961819607e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",4,8.15636477129835e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",4,1.46390038446813e-05
"Section III CY 2019 Formulary Submission Window",4,1.53323496013253e-05
"Section I Incomplete and Inaccurate Bid Submissions",4,2.85828596834052e-05
"Section II Total Beneficiary Cost TBC",4,1.63909734090588e-05
"Section E  Clinical Trials",4,2.4743104432382e-05
"Section H  Enhanced Medication Therapy Management MTM Model",4,1.06641420411443e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",4,1.94321484787532e-05
"Section II Part C Cost Sharing Standards",4,1.79921186533627e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",4,2.69258731000357e-05
"Section II Maximum OutofPocket MOOP Limits",4,3.05442405495198e-05
"Section O  Quality Payment Program",4,3.08085038644148e-05
"Section C  Part D Risk Sharing",4,3.18178732419734e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",4,1.55782940242206e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",4,4.16080721782543e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",4,4.36481186139979e-05
"Section III Improving Access to Part D Vaccines",4,3.44886419078746e-05
"Section II Health Related Supplemental Benefits",4,4.05037728773748e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",4,4.58985262887309e-05
"Section I Innovations in Health Plan Design",4,3.93113798225265e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",4,3.94565753904926e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",4,3.91672489419154e-05
"Section III Tier Composition",4,6.2200395603865e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",4,5.45742075431963e-05
"Section A  Update of the RxHCC Model",4,2.78380251832073e-05
"Section B  FFS Growth Percentage",4,4.64978599148634e-05
"Section I Plan Corrections",4,5.11755383537282e-05
"Section III Expanding the Part D OTC Program",4,6.81526703144473e-05
"Section D  ESRD Rates",4,4.60965800667885e-05
"Section II Tiered Cost Sharing of Medical Benefits",4,6.94824975903534e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",4,4.64978599148709e-05
"Section II Plans with Low Enrollment",4,6.64567796688376e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",4,0.000121744151105927
"Section II Cost Plan Transition to MA under MACRA",4,0.000100074955236255
"Section II Medicare Advantage MA Uniformity Flexibility",4,4.2946233096998e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",4,8.49540208714189e-05
"Section III Low Enrollment Plans Standalone PDPs only",4,8.7745168624447e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",4,0.000115180968037237
"Section C  IME Phase Out",4,9.55972402376616e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",4,0.000116436376611058
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",4,7.92798190055692e-05
"Section II Medicare Advantage MA Segmented Service Area Options",4,0.000157684553809101
"Section II Outpatient Observation Services",4,0.000137403006980561
"Section II Overview of CY 2019 Benefits and Bid Review",4,5.54236212702196e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",4,8.49540208713998e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",4,6.44520235932623e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",4,4.67011312075525e-05
"Section M  Medical Loss Ratio Credibility Adjustment",4,0.000109289225494864
"Section D  Retiree Drug Subsidy Amounts",4,0.00020252563811699
"Section II Cost Plan Competition Requirements",4,0.000155390886723443
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",4,0.000104992750043319
"Section I Enforcement Actions for Provider Directories",4,0.000112749650908273
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",4,0.992610243907697
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",4,6.99373813924365e-05
"Section III Coordination of Benefits COB User Fee",4,9.5597240237673e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",4,0.000133957068253942
"Section III Specialty Tiers",4,0.000146846798894395
"Section K  Medicare Advantage Coding Pattern Adjustment",4,0.000155390886723441
"Section I Annual Calendar",4,7.27968743704679e-05
"Section II Part C Optional Supplemental Benefits",4,0.0001468467988944
"Section N  Encounter Data as a Diagnosis Source for 2019",4,0.000110418855641847
"Section A  MA Growth Percentage",4,0.000184990281197271
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",4,0.000255888505251644
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",4,0.000157684553809101
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",4,0.000139193325615794
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",4,0.000146846798894402
"Section II Special Needs Plan SNPSpecific Networks Research and Development",4,0.000170249501683272
"Section III Benefit Review",4,0.000178797909335901
"Section III Timely Updates to LIS Status Based on Best Available Evidence",4,0.000129100489218311
"Section H  CMSHCC Risk Adjustment Model for CY 2019",4,0.000244190155322221
"Section II Employer Group Waiver Plans",4,0.000255888505251652
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",5,1.12240637194082e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",5,3.57074910864045e-06
"Section I Validation Audits",5,9.14819177608272e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",5,9.43085550200182e-06
"Section B  Calculation of Fee for Service Cost",5,7.08056098536156e-06
"Section L  Normalization Factors",5,1.22124123511609e-05
"Section IV  MedicareMedicaid Plans",5,6.90214569094355e-06
"Section G  MA Employer Group Waiver Plans",5,1.02743961819599e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",5,8.15636477128927e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",5,1.46390038446759e-05
"Section III CY 2019 Formulary Submission Window",5,1.53323496013285e-05
"Section I Incomplete and Inaccurate Bid Submissions",5,2.85828596834093e-05
"Section II Total Beneficiary Cost TBC",5,1.63909734090667e-05
"Section E  Clinical Trials",5,2.47431044323787e-05
"Section H  Enhanced Medication Therapy Management MTM Model",5,1.06641420411422e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",5,1.94321484787485e-05
"Section II Part C Cost Sharing Standards",5,1.79921186533665e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",5,2.69258731000404e-05
"Section II Maximum OutofPocket MOOP Limits",5,3.05442405495195e-05
"Section O  Quality Payment Program",5,3.08085038644153e-05
"Section C  Part D Risk Sharing",5,3.18178732419703e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",5,1.55782940242335e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",5,4.16080721782512e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",5,4.36481186139883e-05
"Section III Improving Access to Part D Vaccines",5,3.44886419078749e-05
"Section II Health Related Supplemental Benefits",5,4.05037728773789e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",5,4.58985262887302e-05
"Section I Innovations in Health Plan Design",5,3.93113798225171e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",5,3.94565753904932e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",5,3.91672489419147e-05
"Section III Tier Composition",5,6.22003956038678e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",5,5.45742075431975e-05
"Section A  Update of the RxHCC Model",5,2.78380251832026e-05
"Section B  FFS Growth Percentage",5,4.64978599148656e-05
"Section I Plan Corrections",5,5.11755383537248e-05
"Section III Expanding the Part D OTC Program",5,6.8152670314459e-05
"Section D  ESRD Rates",5,4.60965800667995e-05
"Section II Tiered Cost Sharing of Medical Benefits",5,6.9482497590354e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",5,4.6497859914867e-05
"Section II Plans with Low Enrollment",5,6.6456779668839e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",5,0.000121744151105914
"Section II Cost Plan Transition to MA under MACRA",5,0.000100074955236249
"Section II Medicare Advantage MA Uniformity Flexibility",5,4.29462330969909e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",5,8.49540208714094e-05
"Section III Low Enrollment Plans Standalone PDPs only",5,8.77451686244445e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",5,0.000115180968037239
"Section C  IME Phase Out",5,9.55972402376684e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",5,0.000116436376611058
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",5,7.92798190055682e-05
"Section II Medicare Advantage MA Segmented Service Area Options",5,0.000157684553809098
"Section II Outpatient Observation Services",5,0.000137403006980564
"Section II Overview of CY 2019 Benefits and Bid Review",5,5.54236212702176e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",5,8.49540208713992e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",5,6.4452023593269e-05
