"Document.ID","Topic","Score","document","gamma"
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",3.87538901928527e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Improving Access to Part D Vaccines",2.62277505669603e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",1.2928234786855e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",2.77819389650602e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I Innovations in Health Plan Design",3.17543788246033e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",3.24878506081104e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Tier Composition",4.59243068332443e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",4.74744114496469e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",3.5643882464923e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Expanding the Part D OTC Program",5.52438803782596e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section D.  ESRD Rates",3.65706624378636e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I Plan Corrections",4.1416609866315e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section A.  Update of the RxHCC Model",2.28230186141294e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Tiered Cost Sharing of Medical Benefits",5.75024275519949e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Special Needs Plan (SNP) Legislative Sunset Provision",9.40182048513962e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",3.59475454098557e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Cost Plan Transition to MA under MACRA",7.75934724262968e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Plans with Low Enrollment",5.12202792258055e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Low Enrollment Plans (Stand alone PDPs only)",6.60540109273153e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Part D Benefit Parameters for Non Defined Standard Plans",3.72157628268815e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section M.  Medical Loss Ratio Credibility Adjustment",8.72165228598819e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Medicare Advantage (MA) Uniformity Flexibility",3.51978870328375e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",7.04664544669243e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section B.  Encounter Data as a Diagnosis Source for 2019",0.000107149320319152
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section B.  FFS Growth Percentage",4.0424640461849e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section C.  IME Phase Out",7.3536633701136e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",8.54502824114307e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Overview of CY 2019 Benefits and Bid Review",4.51866045410136e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Transparency   Timeliness with Prior Authorization Processes",6.6575108000057e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",5.15330566543168e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section D.  Retiree Drug Subsidy Amounts",0.000154110726078871
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",6.50359119897673e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Cost Plan Competition Requirements",0.000117601526802609
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Medicare Advantage (MA) Segmented Service Area Options",0.000128331672655973
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",7.97945076966431e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section H.  Enhanced Medication Therapy Management (MTM) Model",5.7896929609176e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I Enforcement Actions for Provider Directories",0.000100753072474099
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",5.45299484270565e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.00014610629255971
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Coordination of Benefits (COB) User Fee",7.68865316734739e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.000101970492313586
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section K.  Medicare Advantage Coding Pattern Adjustment",0.000104495779777681
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Outpatient Observation Services",0.000109941138994693
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Part C Optional Supplemental Benefits",0.000114412744156113
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.000104495779777674
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I Annual Calendar",5.38342337295105e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Specialty Tiers",0.000124543815635094
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section N.  Encounter Data as a Diagnosis Source for 2019",9.95643790820145e-05
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section A.  MA Growth Percentage",0.000146106292559711
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",0.000202086368443959
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.000120973153768406
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",0.000112882333640234
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",0.000124543815635086
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Benefit Review",0.000122732519844415
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section III Timely Updates to LIS Status Based on Best Available Evidence",0.000100753072474094
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section H.  CMS HCC Risk Adjustment Model for CY 2019",0.000212251803356358
"CMS-2017-0163-1150-1-4",1,"3.7546923563129e-05","Section II Employer Group Waiver Plans",0.000207044385747012
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.091695075990418
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Improving Drug Utilization Review Controls in Medicare Part D",2.96443313878528e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Validation Audits",7.80120548018655e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section B.  Calculation of Fee for Service Cost",5.50936891097326e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section G.  MA Employer Group Waiver Plans",8.42420574183417e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section L.  Normalization Factors",1.14232413853389e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",7.52974045104539e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section IV   Medicare Medicaid Plans",5.48787256305555e-06
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I.  ESRD Risk Adjustment Model for CY 2019",1.15325159329637e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III CY 2019 Formulary Submission Window",1.21641982342953e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Incomplete and Inaccurate Bid Submissions",2.26393370351433e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section E.  Clinical Trials",2.21636701369577e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",1.51574028775117e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Part C Cost Sharing Standards",1.48376036820375e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Total Beneficiary Cost (TBC)",1.32115891376869e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",2.07981032523953e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section C.  Part D Risk Sharing",2.55140908046365e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Maximum Out of Pocket (MOOP) Limits",2.49853162505546e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",3.54939667703414e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section O.  Quality Payment Program",2.528475719904e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Health Related Supplemental Benefits",3.44788570211406e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",3.04922788741236e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",3.87538901928487e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Improving Access to Part D Vaccines",2.62277505669544e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",1.29282347868448e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",2.77819389650456e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Innovations in Health Plan Design",3.17543788245974e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",3.24878506080905e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Tier Composition",4.59243068332443e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",4.7474411449644e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",3.56438824649218e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Expanding the Part D OTC Program",5.52438803782639e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section D.  ESRD Rates",3.65706624378781e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Plan Corrections",4.14166098663129e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section A.  Update of the RxHCC Model",2.28230186141136e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Tiered Cost Sharing of Medical Benefits",5.75024275519978e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Special Needs Plan (SNP) Legislative Sunset Provision",9.40182048514033e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",3.59475454098611e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Cost Plan Transition to MA under MACRA",7.75934724262943e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Plans with Low Enrollment",5.12202792258094e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Low Enrollment Plans (Stand alone PDPs only)",6.60540109273202e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Part D Benefit Parameters for Non Defined Standard Plans",3.72157628268769e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section M.  Medical Loss Ratio Credibility Adjustment",8.72165228598932e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Medicare Advantage (MA) Uniformity Flexibility",3.51978870328336e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",7.04664544669099e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section B.  Encounter Data as a Diagnosis Source for 2019",0.000107149320319153
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section B.  FFS Growth Percentage",4.04246404618533e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section C.  IME Phase Out",7.3536633701136e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",8.54502824114379e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Overview of CY 2019 Benefits and Bid Review",4.51866045410068e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Transparency   Timeliness with Prior Authorization Processes",6.6575108000055e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",5.15330566543085e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section D.  Retiree Drug Subsidy Amounts",0.00015411072607887
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",6.5035911989774e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Cost Plan Competition Requirements",0.00011760152680261
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Medicare Advantage (MA) Segmented Service Area Options",0.000128331672655972
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",7.97945076966508e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section H.  Enhanced Medication Therapy Management (MTM) Model",5.78969296091842e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Enforcement Actions for Provider Directories",0.000100753072474099
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",5.45299484270489e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.000146106292559709
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Coordination of Benefits (COB) User Fee",7.6886531673473e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.000101970492313585
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section K.  Medicare Advantage Coding Pattern Adjustment",0.000104495779777682
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Outpatient Observation Services",0.000109941138994691
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Part C Optional Supplemental Benefits",0.000114412744156114
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.000104495779777679
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I Annual Calendar",5.38342337295128e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Specialty Tiers",0.000124543815635089
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section N.  Encounter Data as a Diagnosis Source for 2019",9.95643790820143e-05
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section A.  MA Growth Percentage",0.000146106292559707
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",0.000202086368443957
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.000120973153768405
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",0.000112882333640231
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",0.000124543815635086
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Benefit Review",0.000122732519844413
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section III Timely Updates to LIS Status Based on Best Available Evidence",0.0001007530724741
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section H.  CMS HCC Risk Adjustment Model for CY 2019",0.000212251803356354
"CMS-2017-0163-1150-1-4",2,"3.75469235631257e-05","Section II Employer Group Waiver Plans",0.000207044385747007
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",8.99418579982941e-07
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Improving Drug Utilization Review Controls in Medicare Part D",2.96443313889018e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Validation Audits",7.801205480195e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section B.  Calculation of Fee for Service Cost",5.5093689109921e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section G.  MA Employer Group Waiver Plans",8.42420574184215e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section L.  Normalization Factors",1.14232413853619e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",7.52974045106661e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section IV   Medicare Medicaid Plans",5.48787256296988e-06
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I.  ESRD Risk Adjustment Model for CY 2019",1.15325159329769e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III CY 2019 Formulary Submission Window",1.21641982343156e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Incomplete and Inaccurate Bid Submissions",2.26393370351556e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section E.  Clinical Trials",2.21636701369792e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",1.51574028775281e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Part C Cost Sharing Standards",1.48376036820635e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Total Beneficiary Cost (TBC)",1.3211589137696e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",2.07981032524005e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section C.  Part D Risk Sharing",2.55140908046388e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Maximum Out of Pocket (MOOP) Limits",2.49853162505734e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",3.54939667703493e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section O.  Quality Payment Program",2.52847571990465e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Health Related Supplemental Benefits",3.44788570211496e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",3.04922788741403e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",3.87538901928765e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Improving Access to Part D Vaccines",2.62277505669674e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",1.29282347868624e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",2.77819389650677e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Innovations in Health Plan Design",3.17543788246095e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",3.24878506081131e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Tier Composition",4.59243068332547e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",4.74744114496538e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",3.56438824649495e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Expanding the Part D OTC Program",5.524388037827e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section D.  ESRD Rates",3.65706624378777e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section I Plan Corrections",4.14166098663191e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section A.  Update of the RxHCC Model",2.28230186141278e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Tiered Cost Sharing of Medical Benefits",5.75024275520093e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Special Needs Plan (SNP) Legislative Sunset Provision",9.40182048514006e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",3.59475454098712e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Cost Plan Transition to MA under MACRA",7.75934724263247e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Plans with Low Enrollment",5.12202792258109e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Low Enrollment Plans (Stand alone PDPs only)",6.60540109273249e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section III Part D Benefit Parameters for Non Defined Standard Plans",3.7215762826893e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section M.  Medical Loss Ratio Credibility Adjustment",8.72165228598878e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Medicare Advantage (MA) Uniformity Flexibility",3.51978870328514e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",7.04664544669198e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section B.  Encounter Data as a Diagnosis Source for 2019",0.000107149320319154
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section B.  FFS Growth Percentage",4.04246404618591e-05
"CMS-2017-0163-1150-1-4",3,"0.0194642807792559","Section C.  IME Phase Out",7.35366337011407e-05
